e_form,e_hull,mu_b,gap pbe,a,alpha,beta,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
-1.455,1.021,0.0,0.0,4.071,90.0,90.0,8.0,71.0,63.0,28.6,24.72,8.0,41.0,87.0,46.0,74.4,15.12,87.0,15.9994,174.9668,158.9674,67.0752,61.29096,15.9994,54.8,1936.0,1881.2,538.9240000000001,580.9488,54.8,3.0,16.0,13.0,12.6,4.08,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,187.0,121.0,105.8,47.760000000000005,66.0,1.27,3.44,2.17,2.656,0.9408,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,2.2,3.12,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,17.0,11.0,9.4,4.08,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.0,2.4,2.0,9.105,28.865,19.759999999999998,15.135,7.235999999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.00044942,0.0007190720000000001,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,0,0,0,0.0
-1.453,0.91,0.4,0.0,3.495,90.0,90.0,8.0,28.0,20.0,13.2,6.24,8.0,61.0,87.0,26.0,80.0,8.4,87.0,15.9994,58.6934,42.693999999999996,26.955419999999997,13.147224,15.9994,54.8,1728.0,1673.2,715.88,793.296,54.8,10.0,16.0,6.0,14.4,1.92,16.0,2.0,4.0,2.0,2.6,0.72,2.0,66.0,124.0,58.0,86.6,24.72,66.0,1.9,3.44,1.54,2.8259999999999996,0.7368,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,6.0,6.4,1.4400000000000002,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.4,0.6399999999999999,2.0,9.105,20.44,11.335,11.615,3.53,9.105,0.0,0.773,0.773,0.15460000000000002,0.24736000000000002,0.0,0.0,0.5953947,0.5953947,0.11907894000000001,0.190526304,0.0,12.0,227.0,215.0,97.6,102.71999999999998,12.0,-2,4,6,3.3806170189140663
-1.452,0.831,0.211,0.0,4.474,90.0,90.0,8.0,59.0,51.0,26.2,21.839999999999996,8.0,17.0,87.0,70.0,69.6,21.040000000000003,87.0,15.9994,140.90765,124.90825,60.263369999999995,53.11676399999999,15.9994,54.8,1204.0,1149.2,392.524,405.2688,54.8,3.0,16.0,13.0,12.6,4.08,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,203.0,137.0,109.0,51.6,66.0,1.13,3.44,2.31,2.628,0.9743999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,3.0,3.0,0.6,0.96,0.0,5.0,12.0,7.0,7.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,2.2,3.5200000000000005,0.0,0.0,11.0,11.0,3.4,3.04,2.0,9.105,35.675,26.569999999999997,16.497,8.8704,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,-2,4,6,3.3806170189140663
-1.451,0.677,0.0,0.0,4.013,90.0,90.0,8.0,78.0,70.0,33.4,30.479999999999997,8.0,29.0,87.0,58.0,70.6,19.68,87.0,15.9994,195.084,179.0846,80.40151,77.28253200000002,15.9994,54.8,2041.4,1986.6000000000001,766.96,854.5920000000002,54.8,3.0,16.0,13.0,12.2,4.5600000000000005,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,194.0,128.0,105.6,47.519999999999996,66.0,1.21,3.44,2.23,2.762,0.8135999999999999,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,14.0,14.0,4.6,5.5200000000000005,0.0,6.0,24.0,18.0,10.6,5.5200000000000005,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,5.0,5.0,1.0,1.6,0.0,2.0,5.0,3.0,2.6,0.9600000000000002,2.0,9.105,31.7366666667,22.6316666667,14.814333333339999,6.851200000007999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,-2,4,6,3.3806170189140663
-1.45,1.373,1.003,0.0,4.187,90.0,90.0,8.0,69.0,61.0,23.8,18.96,8.0,37.0,87.0,50.0,70.6,19.68,87.0,15.9994,168.93421,152.93481,54.555482000000005,46.2672984,15.9994,54.8,1818.0,1763.2,758.6800000000001,844.6560000000002,54.8,3.0,16.0,13.0,11.8,5.04,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,190.0,124.0,104.0,45.6,66.0,1.25,3.44,2.19,2.68,0.9119999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,6.0,6.0,1.2,1.92,0.0,0.0,13.0,13.0,2.6,4.16,0.0,6.0,15.0,9.0,8.2,2.7199999999999998,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,4.0,4.0,0.8,1.28,0.0,0.0,1.0,1.0,0.2,0.32,0.0,1.0,4.0,3.0,2.2,0.7200000000000001,2.0,9.105,29.78,20.675,13.565000000000001,6.4860000000000015,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.42213256,0.675412096,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2,3,5,3.2732683535398857
-1.45,0.258,0.0,0.793,6.063,61.2,61.2,8.0,78.0,70.0,28.0,24.0,8.0,8.0,87.0,79.0,66.4,24.72,87.0,15.9994,195.084,179.0846,66.14044,60.169247999999996,15.9994,54.8,2041.4,1986.6000000000001,651.1600000000001,715.6320000000001,54.8,2.0,16.0,14.0,12.0,4.8,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,195.0,129.0,105.8,47.760000000000005,66.0,0.95,3.44,2.49,2.71,0.8760000000000001,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,2.0,24.0,22.0,8.8,6.08,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.6,0.6399999999999999,2.0,9.105,54.23,45.125,19.313,13.966800000000001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,97.2,102.24000000000001,12.0,-2,4,6,3.3806170189140663
-1.449,1.089,0.765,0.0,4.226,90.0,90.0,8.0,93.0,85.0,32.4,29.279999999999994,8.0,22.0,87.0,65.0,68.4,22.32,87.0,15.9994,237.0,221.0006,77.58074,73.897608,15.9994,54.8,2237.0,2182.2,663.6800000000001,730.6560000000001,54.8,3.0,16.0,13.0,12.0,4.8,16.0,2.0,7.0,5.0,3.6,1.9200000000000004,2.0,66.0,190.0,124.0,106.0,48.0,66.0,1.36,3.44,2.08,2.7920000000000003,0.7776,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,8.0,8.0,1.8,2.48,0.0,0.0,4.0,4.0,0.8,1.28,0.0,6.0,9.0,3.0,6.8,0.96,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.2,2.72,0.0,0.0,10.0,10.0,2.0,3.2,0.0,2.0,19.0,17.0,5.6,5.359999999999999,2.0,9.105,18.45375,9.348749999999999,11.88175,3.3320999999999996,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,64.6,64.16,12.0,0,0,0,0.0
-1.446,1.093,0.01,0.0,4.233,90.0,90.0,8.0,52.0,44.0,23.0,18.0,8.0,12.0,90.0,78.0,72.6,24.240000000000002,87.0,15.9994,127.6,111.6006,52.90081,44.281692,15.9994,54.8,1799.0,1744.2,537.212,578.8943999999999,54.8,3.0,16.0,13.0,13.4,4.159999999999999,16.0,2.0,5.0,3.0,3.2,1.44,2.0,66.0,190.0,124.0,105.2,47.04,66.0,1.22,3.44,2.2199999999999998,2.728,0.8543999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.2,1.2799999999999998,4.0,0.0,10.0,10.0,2.2,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,13.0,7.4,3.4400000000000004,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.6,0.6399999999999999,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,3.4,2.2399999999999998,2.0,9.105,34.7633333333,25.658333333299996,18.888666666659997,11.740399999991999,9.105,0.0,0.464,0.464,0.09280000000000001,0.14848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,76.4,77.28,12.0,0,0,0,0.0
-1.445,0.293,0.4,0.0,3.64,90.0,90.0,8.0,37.0,29.0,17.2,11.040000000000001,8.0,4.0,87.0,83.0,63.4,28.320000000000004,87.0,15.9994,85.4678,69.4684,37.680808999999996,26.017690799999997,15.9994,54.8,1519.0,1464.2,399.172,447.9312,54.8,1.0,16.0,15.0,11.2,5.76,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,220.0,154.0,111.4,54.48,66.0,0.82,3.44,2.62,2.5380000000000003,1.0823999999999998,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,5.2,1.6799999999999997,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.4,1.0399999999999998,2.0,9.105,90.7225,81.61749999999999,25.70501724138,26.006993103447996,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,6.2024137931e-05,9.923862068959999e-05,0.0,12.0,229.0,217.0,96.4,101.28,12.0,0,0,0,0.0
-1.444,1.699,0.69,0.0,4.279,90.0,90.0,4.0,94.0,90.0,24.4,27.839999999999996,8.0,24.0,87.0,63.0,70.4,19.919999999999998,87.0,9.012182,244.0,234.987818,60.202076399999996,73.51916944,15.9994,54.8,1560.0,1505.2,527.48,567.216,54.8,2.0,16.0,14.0,10.6,6.480000000000001,16.0,2.0,7.0,5.0,3.0,1.6,2.0,66.0,187.0,121.0,96.2,36.32000000000001,66.0,1.28,3.44,2.16,2.634,0.9672000000000001,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.2,1.92,0.0,2.0,8.0,6.0,5.6,1.4400000000000002,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,8.0,8.0,2.8,2.0799999999999996,2.0,7.89,18.08,10.189999999999998,10.657,2.9691999999999994,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3180036375,0.3180036375,0.0636007275,0.10176116399999999,0.0,11.0,194.0,183.0,48.2,58.32000000000001,12.0,-2,4,6,3.3806170189140663
-1.444,0.95,0.0,0.0,4.232,90.0,90.0,8.0,81.0,73.0,34.2,31.439999999999998,8.0,31.0,87.0,56.0,73.6,17.040000000000003,87.0,15.9994,204.3833,188.38389999999998,82.9763,80.37228,15.9994,54.8,1685.0,1630.2,485.28000000000003,516.576,54.8,3.0,16.0,13.0,12.8,3.9199999999999995,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,192.0,126.0,107.0,49.2,66.0,1.22,3.44,2.2199999999999998,2.632,0.9696,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999997,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,14.0,14.0,4.8,5.76,0.0,6.0,27.0,21.0,11.4,6.480000000000001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.8,1.28,0.0,2.0,5.0,3.0,3.0,1.2,2.0,9.105,31.24,22.134999999999998,17.093,9.5856,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,-2,3,5,3.2732683535398857
-1.443,1.307,0.0,2.039,3.945,90.0,90.0,5.0,73.0,68.0,20.4,21.04,8.0,48.0,87.0,39.0,76.2,12.959999999999999,87.0,10.811,180.94788,170.13688,47.951416,53.1985856,15.9994,54.8,3290.0,3235.2,1160.48,1326.816,54.8,5.0,16.0,11.0,13.2,3.3600000000000003,16.0,2.0,6.0,4.0,2.8,1.2799999999999998,2.0,66.0,170.0,104.0,90.4,31.840000000000003,66.0,1.5,3.44,1.94,2.772,0.8016,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999997,4.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,3.0,19.0,16.0,8.0,4.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.6,1.9200000000000004,2.0,7.1725,18.12,10.947500000000002,10.5215,3.0393999999999997,9.105,0.0,1.524,1.524,0.3048,0.48768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,86.2,89.04,12.0,-2,3,5,3.2732683535398857
-1.442,0.107,0.329,0.0,5.598,60.7,60.7,8.0,82.0,74.0,29.8,26.160000000000004,8.0,53.0,87.0,34.0,79.0,10.4,87.0,15.9994,207.2,191.20059999999998,70.63964,65.56828800000001,15.9994,54.8,2430.0,2375.2,639.0020000000001,716.3992000000001,54.8,7.0,16.0,9.0,13.8,2.7199999999999998,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,147.0,81.0,98.2,38.64,66.0,1.9,3.44,1.54,2.91,0.6359999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,3.0,3.6,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,28.0,22.0,10.6,6.959999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0,1.2,2.0,9.105,28.11,19.005,13.941999999999998,5.804399999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,-2,4,6,3.3806170189140663
-1.441,1.064,0.399,0.0,3.915,90.0,90.0,8.0,66.0,58.0,20.2,18.32,8.0,2.0,87.0,85.0,58.8,33.839999999999996,87.0,15.9994,162.5,146.5006,46.697593856,46.320962457600004,15.9994,54.8,1685.0,1630.2,444.054,496.37839999999994,54.8,1.0,16.0,15.0,10.4,6.719999999999999,16.0,2.0,6.0,4.0,3.0,1.2,2.0,66.0,192.0,126.0,111.2,54.24000000000001,66.0,0.93,3.44,2.51,2.494,1.1351999999999998,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.0,3.2,0.0,1.0,12.0,11.0,6.2,2.3200000000000003,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.8,1.28,0.0,1.0,4.0,3.0,2.2,0.7200000000000001,2.0,9.105,31.24,22.134999999999998,17.55966666666,10.145599999992,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,0,0,0,0.0
-1.44,1.125,0.0,0.0,4.273,90.0,90.0,8.0,82.0,74.0,34.8,32.160000000000004,8.0,35.0,87.0,52.0,75.4,16.159999999999997,87.0,15.9994,207.2,191.20059999999998,84.49143999999998,82.19044799999999,15.9994,54.8,1770.0,1715.2,507.00200000000007,542.6424000000001,54.8,3.0,16.0,13.0,13.0,4.0,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,189.0,123.0,106.6,48.72,66.0,1.24,3.44,2.2,2.778,0.7943999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,14.0,14.0,5.2,6.24,0.0,6.0,28.0,22.0,12.0,7.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.4,0.64,0.0,2.0,4.0,2.0,2.4,0.6399999999999999,2.0,9.105,30.585,21.48,17.202,9.7164,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,0,0,0,0.0
-1.439,1.729,0.966,0.0,4.323,90.0,90.0,8.0,92.0,84.0,37.8,35.760000000000005,8.0,20.0,87.0,67.0,65.8,25.44,87.0,15.9994,238.02891,222.02951,93.394998,92.87471760000001,15.9994,54.8,3290.0,3235.2,972.4799999999999,1101.216,54.8,3.0,16.0,13.0,11.2,5.76,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,196.0,130.0,112.8,56.15999999999999,66.0,1.38,3.44,2.06,2.6399999999999997,0.9600000000000002,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,3.0,3.0,0.8,0.9600000000000002,0.0,0.0,14.0,14.0,3.4,4.24,0.0,6.0,19.0,13.0,8.6,4.159999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,3.2,3.8400000000000007,0.0,0.0,11.0,11.0,2.2,3.5200000000000005,0.0,2.0,20.0,18.0,6.6,5.5200000000000005,2.0,9.105,20.025,10.919999999999998,13.091999999999999,4.7844,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,65.6,65.35999999999999,12.0,-2,3,5,3.2732683535398857
-1.439,0.245,0.0,0.0,5.145,63.5,63.5,8.0,75.0,67.0,25.8,21.360000000000003,8.0,54.0,87.0,33.0,76.8,12.24,87.0,15.9994,186.207,170.20759999999999,59.91704,52.701167999999996,15.9994,54.8,3459.0,3404.2,863.216,1038.3136,54.8,7.0,16.0,9.0,13.4,3.12,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,151.0,85.0,94.2,33.839999999999996,66.0,1.65,3.44,1.79,2.774,0.7992,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,3.0,3.6,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,21.0,15.0,10.2,5.04,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,9.105,14.655,5.549999999999999,11.186000000000002,2.4972000000000003,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,-2,4,6,3.3806170189140663
-1.439,0.8,0.616,0.0,4.354,90.0,90.0,8.0,91.0,83.0,31.8,28.560000000000002,8.0,18.0,87.0,69.0,67.0,24.0,87.0,15.9994,231.03586,215.03646,76.020812,72.02569439999999,15.9994,54.8,2607.0,2552.2,923.28,1042.176,54.8,3.0,16.0,13.0,11.8,5.04,16.0,2.0,7.0,5.0,3.6,1.9200000000000004,2.0,66.0,200.0,134.0,108.8,51.35999999999999,66.0,1.5,3.44,1.94,2.804,0.7632,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,7.0,7.0,1.6,2.16,0.0,0.0,2.0,2.0,0.4,0.64,0.0,5.0,8.0,3.0,6.2,0.7200000000000001,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.4,2.88,0.0,0.0,12.0,12.0,2.4,3.84,0.0,2.0,21.0,19.0,6.2,5.92,2.0,9.105,25.18,16.075,13.200999999999999,4.9152,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,73.8,74.16,12.0,0,0,0,0.0
